	X	Y	OBJECTID	LocID	API	ConstructNumber	ConstructType	ConstructStatus	LocType	ElevationType	Depth	Latitude	Longitude	CoordsBH_N	CoordsBH_E	UTMZone	FootageNS	Dir_NS	FootageEW	Dir_EW	QtrQtr	Section	Township	TownshipDir	Range	RangeDir	Meridian	County	FORKLIFT_HASH
20771	-110.185782493	40.06774319	156940	131403	4301351065	0	Horizontal	P	BH			40.067737	-110.185771	4435593.0	569434.0	12.0	215	FSL	1120.0	FWL	SWSW	36.0	9.0	S	15.0	E	S		9667b014ba534050
20772	-110.221984292	39.9974287270001	156941	131421	4301352523	0		LA	BH			39.997421	-110.22197	4427761.0	566415.0	12.0	1015	FSL	1409.0	FWL	SESW	27.0	9.0	S	15.0	E	S	7.0	01a62b1ce6980c7f
20832	-110.065495672	40.021985882	157014	118328	4301333083	0	Vertical	I	BH			40.02198	-110.065484	4430615.0	579745.0	12.0	595	FNL	2010.0	FEL	NWNE	24.0	9.0	S	16.0	E	S	7.0	f35f661177516f3a
20869	-110.121880164	40.061708545	157054	123324	4301331973	0	Vertical	A	BH			40.061702	-110.121869	4434975.0	574890.0	12.0	1980	FNL	1980.0	FEL	SWNE	4.0	9.0	S	16.0	E	S	7.0	6366f6a21a788bce
20876	-110.121372545	40.04006378	157063	124376	4301333054	0	Vertical	I	BH			40.040058	-110.121361	4432573.0	574957.0	12.0	731	FSL	1804.0	FEL	SWSE	9.0	9.0	S	16.0	E	S	7.0	0cd17e6ffd3e4a4b
21223	-110.039239559	40.0775490090001	157432	112285	4301350831	0	Directional	P	BH			40.077543	-110.039228	4436806.0	581919.0	12.0	1491	FNL	161.0	FWL		32.0	8.0	S	17.0	E	S	7.0	55af13b2f5fa9032
21224	-110.056008482	40.0870567210001	157434	112712	4301331543	0	Vertical	I	BH			40.087051	-110.055997	4437846.0	580478.0	12.0	1980	FSL	660.0	FWL	NWSW	30.0	8.0	S	17.0	E	S	7.0	61cdcba4b2a8b841
21244	-110.013537959	40.1014782670001	157459	117842	4301330752	0	Vertical	I	BH			40.101472	-110.013527	4439486.0	584081.0	12.0	1915	FSL	2076.0	FWL	NESW	21.0	8.0	S	17.0	E	S	7.0	550e8f5697c38a67
21480	-110.184428572	40.0012879350001	157730	120343	4301352574	0	Directional	P	BH			40.001282	-110.184417	4428218.0	569617.0	12.0	2393	FSL	1566.0	FWL	NESW	25.0	9.0	S	15.0	E	S	7.0	da0eeb4740569df3
21727	-110.177608916	40.0101953160001	157996	120418	4301332943	0	Vertical	I	BH			40.010189	-110.177598	4429212.0	570190.0	12.0	358	FSL	1810.0	FEL	SWSE	24.0	9.0	S	15.0	E	S	7.0	07af4fd3c9c54b56
22056	-110.165355183	40.0119636900001	158366	138473	4301352955	0	Directional	LA	BH			40.011958	-110.165344	4429418.0	571234.0	12.0	997	FSL	1622.0	FWL	SESW	19.0	9.0	S	16.0	E	S	7.0	5fd6eddd231302b3
22093	-110.046089315	40.0371529760001	158409	114334	4301350493	0	Directional	P	BH			40.037147	-110.046078	4432316.0	581383.0	12.0	365	FNL	1704.0	FEL	NWNE	18.0	9.0	S	17.0	E	S	7.0	ae9d7b62eae8b25e
22104	-110.020235562	40.0377480930001	158422	116263	4301351249	0	Directional	P	BH			40.037742	-110.020224	4432406.0	583588.0	12.0	129	FNL	178.0	FWL	NWNW	16.0	9.0	S	17.0	E	S	7.0	3bc29ccfb18d7a05
22150	-110.01787753	40.032989123	158472	125037	4301330570	0	Vertical	I	BH			40.032983	-110.017866	4431880.0	583795.0	12.0	1922	FNL	865.0	FWL	SWNW	16.0	9.0	S	17.0	E	S	7.0	7c18246c98042904
22438	-110.272471787	40.215687754	158797	112077	4301351322	0	Horizontal	S	BH			40.215682	-110.272461	4451950.0	561907.0	12.0	710	FSL	772.0	FWL	SWSW	18.0	3.0	S	3.0	W	U		573f843f7887471b
22483	-110.315145433	40.2213266970001	158847	134112	4301352904	0	Horizontal	RET	BH			40.221321	-110.315134	4452547.0	558271.0	12.0	2700	FSL	660.0	FEL	SENE	15.0	3.0	S	4.0	W	U	7.0	9de4babb8ff2cd99
22494	-110.45770746	40.224587043	158865	114660	4301330912	0	Vertical	PA	BH			40.224581	-110.457696	4452825.0	546139.0	12.0	989	FNL	2007.0	FWL	NENW	16.0	3.0	S	5.0	W	U	7.0	8226f574868fe86c
22504	-110.3725256	40.1905425630001	158878	119741	4301352990	0	Vertical	P	BH			40.190536	-110.372514	4449094.0	553413.0	12.0	2377	FSL	700.0	FEL	NESE	30.0	3.0	S	4.0	W	U	7.0	b87ac9b54c9c6c69
22535	-110.404335653	40.223081381	158919	122719	4301353280	0	Vertical	RET	BH			40.223075	-110.404324	4452687.0	550681.0	12.0	1554	FNL	1099.0	FWL	SWNW	13.0	3.0	S	5.0	W	U	7.0	04225879c91e630b
22546	-110.121695333	40.2282999010001	158930	132187	4301353463	0	Horizontal	P	BH	DTD	13480.0	40.228294	-110.121684	4453466.0	574723.0	12.0	345	FNL	690.0	FWL	NWNW	16.0	3.0	S	2.0	W	U	7.0	993b80c7e6648785
22588	-110.310444941	40.244434751	158976	112715	4301351884	0	Horizontal	LA	BH			40.244429	-110.310434	4455115.0	558651.0	12.0	660	FSL	660.0	FWL		2.0	3.0	S	4.0	W	U	7.0	e25b793c622c84c4
22603	-110.354548527	40.2082102570001	158991	128125	4301352875	0	Vertical	P	BH			40.208204	-110.354537	4451066.0	554929.0	12.0	1904	FNL	1002.0	FEL	SENE	20.0	3.0	S	4.0	W	U	7.0	cc7baf6c9a5c0927
22779	-109.956228549	40.257674208	159194	145772	4301353617	0	Horizontal	RET	BH			40.257668	-109.456217	4456879.0	588762.0	12.0	380	FNL	660.0	FEL	NENE	2.0	3.0	S	1.0	W	U	7.0	3a6a76fb44c34eb6
22891	-109.982988786	40.2453447030001	159322	128869	4301350945	0	Vertical	P	BH			40.245339	-109.982978	4455484.0	586502.0	12.0	414	FSL	2441.0	FWL	SESW	3.0	3.0	S	1.0	W	U	7.0	d2290021c2f328dd
22966	-110.133576366	40.2570749160001	159412	116402	4301353320	0	Horizontal	P	BH			40.257069	-110.133565	4456650.0	573681.0	12.0	391	FNL	2396.0	FWL		5.0	3.0	S	2.0	W	U	7.0	4221f24f5baca292
22968	-110.121375066	40.187575431	159414	118457	4301351874	0	Horizontal	LA	BH			40.187569	-110.121364	4448946.0	574795.0	12.0	660	FSL	660.0	FWL	SWSW	28.0	3.0	S	2.0	W	U	7.0	5f0ac3e1bd0b91b7
24730	-110.038546565	39.9674285780001	161383	132918	4301330722	0	Vertical	PA	BH			39.967422	-110.038535	4424584.0	582110.0	12.0	636	FSL	358.0	FWL	SWSW	5.0	10.0	S	17.0	E	S	7.0	4cca8f29e32dcca5
26278	-110.45913747	40.0014089470001	163048	123163	4301333799	0	Horizontal	P	BH			40.001403	-110.459126	4428053.0	546168.0	12.0	1959	FSL	799.0	FEL	NWSW	33.0	15.0	S	5.0	W	U		6f8bb5ad61ff7d74
26882	-109.951501484	40.2576675080001	163705	145770	4301353616	0	Horizontal	RET	BH			40.257661	-109.95149	4456883.0	589164.0	12.0	380	FNL	660.0	FWL	NWNW	1.0	3.0	S	1.0	W	U	7.0	d6b9e5cffa75576e
26936	-110.088252628	40.2012837240001	163768	114207	4301352270	0	Horizontal	P	BH			40.201278	-110.088241	4450496.0	577599.0	12.0	445	FSL	619.0	FEL	SESE	22.0	3.0	S	2.0	W	U		0befdf8b6e253748
26999	-110.197504022	40.1729744410001	163836	132107	4301351191	0	Horizontal	P	BH			40.172968	-110.197493	4447264.0	568329.0	12.0	673	FSL	716.0	FWL	SWSW	35.0	3.0	S	3.0	W	U		65d6d9bd4e541a45
27447	-110.032403931	40.0508961240001	164360	123286	4301331460	0	Vertical	A	BH			40.05089	-110.032393	4433854.0	582534.0	12.0	634	FNL	2068.0	FWL	NENW	8.0	9.0	S	17.0	E	S	7.0	b82d58c0494577e4
27544	-110.031905861	40.315711326	164658	155828	4301354213	0	Horizontal	DRL	BH			40.315704	-110.031898	4463248.0	582256.0	12.0	330	FNL	598.0	FEL	NENE	18.0	2.0	S	1.0	W	U	7.0	225f12b83b5f9023
27670	-110.136072754	40.3150136470001	164962	144792	4301353590	0	Horizontal	LA	BH			40.315006	-110.136063	4463079.0	573406.0	12.0	330	FNL	1980.0	FWL	NENW	17.0	2.0	S	2.0	W	U	7.0	b5c5d97b42ab6831
27671	-110.134895835	40.3150138610001	164963	144797	4301353592	0	Horizontal	LA	BH			40.315006	-110.134888	4463080.0	573506.0	12.0	330	FNL	2310.0	FWL	NENW	17.0	2.0	S	2.0	W	U	7.0	b935b9c7c250a0b2
27684	-110.137338647	40.258976945	164983	144832	4301353605	0	Horizontal	LA	BH			40.258972	-110.137329	4456858.0	573359.0	12.0	330	FSL	1650.0	FWL	SESW	32.0	2.0	S	2.0	W	U	7.0	14d4008e216113c7
27735	-110.036922628	40.0838363890001	165125	135199	4301331925	0	Vertical	A	BH			40.08383	-110.036911	4437506.0	582109.0	12.0	766	FSL	808.0	FWL		29.0	8.0	S	17.0	E	S	7.0	3d3e32b6a92c2d92
27739	-110.201854649	40.040024483	165133	134489	4301332303	0	Vertical	A	BH			40.040018	-110.201843	4432504.0	568091.0	12.0	673	FSL	1981.0	FWL	SESW	11.0	9.0	S	15.0	E	S	7.0	b9fadd3299e38c91
27821	-110.082431278	40.286140711	165360	154555	4301354108	0	Horizontal	P	BH	DTD	19776.0	40.286135	-110.08242	4459920.0	577997.0	12.0	346	FNL	1104.0	FWL	NWNW	26.0	2.0	S	2.0	W	U	7.0	e053db7c9167ec38
27970	-110.037474453	40.091291789	165870	121056	4301332061	0	Vertical	A	BH			40.091286	-110.037463	4438333.0	582053.0	12.0	1785	FNL	662.0	FWL	SWNW	29.0	8.0	S	17.0	E	S	7.0	80cb3e7f9287fafc
28136	-110.062672558	40.2576664700001	166352	147277	4301353831	0	Horizontal	APD	BH			40.25766	-110.06266	4456777.0	579710.0	12.0	330	FNL	1320.0	FWL	LOT3	1.0	3.0	S	2.0	W	U	7.0	442e57e673c3089a
28141	-110.154140579	40.2959756700001	166373	131854	4301330600	0	Vertical	PA	BH			40.29597	-110.154129	4460951.0	571891.0	12.0	2032	FNL	2120.0	FWL	SENW	19.0	2.0	S	2.0	W	U	7.0	efd62bdf632b0164
28145	-110.204969984	40.0553892130001	166394	114595	4301350911	0	Directional	PA	BH			40.055383	-110.204959	4434207.0	567810.0	12.0	967	FSL	1133.0	FWL	SWSW	2.0	9.0	S	15.0	E	S	7.0	64295c2d7291d0b2
28210	-110.136224705	40.0362923340001	166582	112172	4301333028	0	Vertical	A	BH			40.036286	-110.136214	4432142.0	573694.0	12.0	660	FNL	660.0	FEL	NENE	17.0	9.0	S	16.0	E	S	7.0	10044b02a0d697be
28222	-110.350592236	40.1844213310001	166609	150563	4301353945	0	Horizontal	P	BH	DTD	19320.0	40.184415	-110.350581	4448428.0	555285.0	12.0	24	FNL	101.0	FWL	NWNW	33.0	3.0	S	4.0	W	U	7.0	ddb170d68578eafa
28256	-110.236493643	40.285205863	166689	154945	4301354158	0	Horizontal	DRL	BH			40.285198	-110.236481	4459692.0	564902.0	12.0	658	FNL	330.0	FWL	NWNW	28.0	2.0	S	3.0	W	U	7.0	6507f90f44cae720
28322	-110.035879534	40.1220096490001	166831	123957	4301333780	0	Vertical	P	BH			40.122004	-110.035868	4441744.0	582152.0	12.0	2088	FNL	1711.0	FEL	SWNE	19.0	4.0	S	1.0	W	U	7.0	07eece3d048b5bd7
28396	-110.235774602	40.04133433	167162	123456	4301331166	0	Vertical	I	BH			40.041328	-110.235763	4432624.0	565196.0	12.0	750	FSL	500.0	FWL	SWSW	16.0	5.0	S	3.0	W	U	7.0	83604b274b6817c1
28529	-110.227294748	40.019952333	167517	116100	4301334291	0	Vertical	P	BH			40.019946	-110.227284	4430257.0	565940.0	12.0	1754	FNL	576.0	FEL	SWNE	28.0	5.0	S	3.0	W	U	7.0	fda60349cd4ff035
28535	-110.270855554	40.0504258570001	167525	121247	4301332490	0	Vertical	P	BH			40.05042	-110.270844	4433608.0	562195.0	12.0	1210	FNL	1191.0	FWL	NWNW	18.0	5.0	S	3.0	W	U	7.0	1a7c7644ee97c724
28549	-110.22830741	40.008075368	167543	127279	4301350950	0	Directional	P	BH			40.008069	-110.228296	4428938.0	565865.0	12.0	713	FNL	2582.0	FWL	NENW	33.0	5.0	S	3.0	W	U	7.0	bef747f8fe8baa6b
28554	-110.255665401	40.0436261240001	167548	129956	4301351200	0	Directional	P	BH			40.04362	-110.255654	4432864.0	563497.0	12.0	1505	FSL	190.0	FWL	NWSW	17.0	5.0	S	3.0	W	U	7.0	ad4755f56810ea10
28614	-110.267866478	40.0339464510001	167618	138116	4301331828	0	Vertical	P	BH			40.03394	-110.267855	4431781.0	562465.0	12.0	1980	FNL	1980.0	FWL	SENW	19.0	5.0	S	3.0	W	U	7.0	b357fe2c1a7cdfe6
28639	-110.232938366	40.0391983310001	167652	117863	4301350806	0	Directional	P	BH			40.039192	-110.232927	4432389.0	565440.0	12.0	3	FNL	1248.0	FWL	NWNW	21.0	5.0	S	3.0	W	U	7.0	30dbb61d9662ad16
28660	-110.239787338	40.048379202	167677	137967	4301351211	0	Vertical	P	BH			40.048373	-110.239776	4433403.0	564847.0	12.0	1960	FNL	640.0	FEL	SENE	17.0	5.0	S	3.0	W	U	7.0	258f6681f96eb760
28690	-110.034233806	40.0533169290001	167721	117308	4301350549	0	Directional	P	BH			40.053311	-110.034223	4434121.0	582375.0	12.0	254	FSL	1542.0	FWL	SESW	5.0	9.0	S	17.0	E	S	7.0	689f0132dc3d727e
28719	-110.266444368	40.0091429240001	167753	127778	4301331188	0	Vertical	P	BH			40.009137	-110.266433	4429029.0	562609.0	12.0	422	FNL	2338.0	FWL	NENW	31.0	5.0	S	3.0	W	U	7.0	3278e8fc6e2a4924
28765	-110.062696185	40.2866221620001	167835	147078	4301353825	0	Horizontal	APD	BH			40.286617	-110.062683	4459991.0	579674.0	12.0	330	FNL	1320.0	FWL	NWNW	25.0	2.0	S	2.0	W	U	7.0	824ebb1b950011ae
28777	-110.084098636	40.09425557	167878	122593	4301331768	0	Vertical	A	BH			40.094249	-110.084087	4438620.0	578075.0	12.0	660	FNL	1980.0	FEL	NWNE	26.0	8.0	S	16.0	E	S	7.0	ff5aa02f9d57fa83
28800	-110.150252407	40.0289361280001	167936	138440	4301333035	0	Vertical	A	BH			40.02893	-110.150241	4431314.0	572505.0	12.0	1919	FSL	668.0	FWL	NWSW	17.0	9.0	S	16.0	E	S	7.0	41520a1b83c7f246
28942	-110.574836054	40.2146436510001	168338	135218	4301350757	0	Directional	P	BH			40.214638	-110.574825	4451667.0	536179.0	12.0	730	FSL	922.0	FWL	SWSW	16.0	3.0	S	6.0	W	U	7.0	58a40267429c8f09
28953	-110.630848071	40.149228742	168373	128991	4301352095	0	Directional	P	BH			40.149223	-110.630837	4444385.0	531443.0	12.0	2037	FNL	820.0	FWL	SWNW	12.0	4.0	S	7.0	W	U	7.0	b1760df457522060
28957	-110.574836054	40.2146436510001	168392	139293	4301350757	0	Directional	P	BH			40.214638	-110.574825	4451667.0	536179.0	12.0	810	FSL	810.0	FWL	SWSW	16.0	3.0	S	6.0	W	U	7.0	2926927c1cf885be
29020	-110.215874779	40.0767711280001	168576	129517	4301334289	0	Vertical	P	BH			40.076765	-110.215864	4436572.0	566859.0	12.0	2871	FNL	752.0	FWL	SWNW	3.0	5.0	S	3.0	W	U	7.0	835fa90069546217
29095	-110.235027248	40.2681416880001	168865	154890	4301354143	0	Directional	APD	BH			40.268135	-110.235016	4457799.0	565043.0	12.0	1574	FNL	737.0	FWL	NESE	33.0	2.0	S	3.0	W	U	7.0	54829f596cb48c37
29250	-110.18768005	40.0254565640001	169198	131992	4301332455	0	Vertical	PA	BH			40.02545	-110.187669	4430898.0	569315.0	12.0	665	FSL	656.0	FWL	SWSW	13.0	9.0	S	15.0	E	S	7.0	24290a0355bcc901
29256	-110.201371057	39.999072427	169205	125720	4301332904	0	Vertical	PA	BH			39.999066	-110.20136	4427959.0	568173.0	12.0	1640	FSL	2079.0	FWL	NESW	26.0	9.0	S	15.0	E	S	7.0	b3e3dd9a33a622fd
29258	-110.23644499	40.291620107	169207	156221	4301354237	0	Horizontal	DRL	BH			40.291615	-110.236435	4460404.0	564900.0	12.0	1680	FSL	330.0	FWL	NWSW	21.0	2.0	S	3.0	W	U	7.0	001141128bc01c8f
29289	-110.023300595	40.0833259120001	169257	112961	4301331871	0	Vertical	A	BH			40.08332	-110.023289	4437462.0	583271.0	12.0	565	FSL	666.0	FEL	SESE	29.0	8.0	S	17.0	E	S	7.0	1d0d1ec7ccff32f1
29354	-110.472036392	40.2441045300001	169399	125951	4301351602	0	Directional	P	BH			40.244098	-110.472025	4454984.0	544907.0	12.0	792	FSL	2014.0	FEL	SWSE	5.0	3.0	S	5.0	W	U	7.0	9144ace3a03038d6
29407	-110.140507426	40.1189503740001	169501	114805	4301350007	0	Vertical	PA	BH			40.118944	-110.140496	4441313.0	573240.0	12.0	2095	FSL	591.0	FWL	NWSW	20.0	4.0	S	2.0	W	U	7.0	8be1be903c762ce0
29461	-110.180040066	40.052773863	169585	129716	4301333985	0	Directional	P	BH			40.052768	-110.180029	4433936.0	569939.0	12.0	98	FNL	2352.0	FEL	SWSE	1.0	9.0	S	15.0	E	S	7.0	6d1029d38f4f12e6
29653	-110.061043039	40.017679355	169939	127114	4301333086	0	Vertical	A	BH			40.017673	-110.061032	4430141.0	580130.0	12.0	2148	FNL	763.0	FEL	SENE	24.0	9.0	S	16.0	E	S	7.0	ac603cbae5c4b76e
29742	-110.351550649	40.239176684	170122	157308	4301354292	0	Horizontal	NEW	BH			40.23917	-110.35154	4454505.0	555159.0	12.0	1055	FNL	135.0	FEL	NENE	8.0	3.0	S	4.0	W	U	7.0	65c3e165efc28820
29907	-110.263391768	40.0347920240001	170417	110538	4301331965	0	Vertical	I	BH			40.034786	-110.263381	4431878.0	562846.0	12.0	1661	FNL	2013.0	FEL	SWNE	19.0	5.0	S	3.0	W	U	7.0	058c22ba9e0cd1f6
29968	-110.216521304	40.074595194	170521	134569	4301331706	0	Vertical	P	BH			40.074589	-110.21651	4436330.0	566806.0	12.0	2272	FSL	575.0	FWL	NWSW	3.0	5.0	S	3.0	W	U	7.0	4fb8677c1fe71018
30108	-110.088967916	40.0765903550001	170798	119515	4301330751	0	Vertical	I	BH			40.076584	-110.088957	4436655.0	577680.0	12.0	1831	FNL	1968.0	FWL	SENW	35.0	8.0	S	16.0	E	S	7.0	20208222bd3c787c
30256	-110.024617029	39.963816465	170999	116382	4301350417	0	Horizontal	S	BH			39.96381	-110.024606	4424196.0	583304.0	12.0	653	FNL	864.0	FEL	NENE	8.0	10.0	S	17.0	W	S		35395e3618a52b54
30506	-110.338068869	39.9726073150001	171364	128992	4301352041	0	Directional	DRL	BH			39.972601	-110.338058	4424926.0	556526.0	12.0	1980	FSL	1980.0	FEL	NWSE	9.0	6.0	S	4.0	W	U	7.0	fedad9376f73fc22
30555	-110.064483954	40.1422360990001	171439	155592	4301354194	0	Horizontal	P	BH	DTD	17945.0	40.14223	-110.064473	4443963.0	579691.0	12.0	17	FNL	694.0	FWL	NWNW	13.0	4.0	S	2.0	W	U	7.0	d77440ef72cfac75
30564	-110.102208735	40.2593133350001	171450	157866	4301354335	0	Horizontal	NEW	BH			40.259308	-110.102196	4456925.0	576346.0	12.0	330	FSL	870.0	FWL	SWSW	34.0	2.0	S	2.0	W	U	7.0	c49d14aef7085f63
30599	-110.096481136	40.259367856	171488	157888	4301354343	0	Horizontal	NEW	BH			40.259361	-110.096474	4456936.0	576833.0	12.0	330	FSL	2470.0	FWL	SESW	34.0	2.0	S	2.0	W	U	7.0	ee6ea52013ad46d2
30667	-110.461359037	39.981084293	171565	153486	4301354056	0	Directional	P	BH			39.981079	-110.461349	4425796.0	545992.0	12.0	200	FNL	193.0	FWL	NWNW	9.0	6.0	S	5.0	W	U	7.0	df37e6d1ce79d725
30856	-110.16348045	40.104009719	171773	118152	4301334272	0	Vertical	S	BH			40.104004	-110.163469	4439636.0	571298.0	12.0	1435	FSL	576.0	FEL	NESE	25.0	4.0	S	3.0	W	U	7.0	9ebf1fec479e8319
31178	-110.234936875	40.0176965740001	172103	123176	4301330802	0	Vertical	A	BH			40.01769	-110.234926	4430001.0	565290.0	12.0	2583	FNL	712.0	FWL	SWNW	28.0	5.0	S	3.0	W	U	7.0	474f3fdb7bc3767c
31220	-110.043835327	40.0977862230001	172147	120438	4301333731	0	Vertical	I	BH			40.09778	-110.043824	4439048.0	581503.0	12.0	580	FSL	1105.0	FEL	SESE	19.0	8.0	S	17.0	E	S	7.0	07c37bd2d8b12a8d
31231	-110.043231027	40.0621848490001	172158	125062	4301331364	0	Vertical	I	BH			40.062179	-110.04322	4435097.0	581597.0	12.0	1806	FNL	921.0	FEL	SENE	6.0	9.0	S	17.0	E	S	7.0	889f264707e8eec4
31234	-110.198548283	40.2717957720001	172161	154630	4301354113	0	Horizontal	P	BH			40.27179	-110.19854	4458232.0	568141.0	12.0	277	FNL	330.0	FWL	NWNW	35.0	2.0	S	3.0	W	U	7.0	8d66add5502ce921
31234	-110.198548283	40.2717957720001	172161	154630	4301354113	0	Horizontal	P	BH			40.27179	-110.19854	4458232.0	568141.0	12.0	277	FNL	330.0	FWL	NWNW	35.0	2.0	S	3.0	W	U	7.0	8d66add5502ce921	foo